"";"ensembl_gene_id";"description";"external_gene_name";"entrezgene";"zfin_id_id"
"27997";"ENSDARG00000113327";"importin 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2953]";"ipo9";406860;"ZDB-GENE-040426-2953"
"27998";"ENSDARG00000113328";"zgc:136971 [Source:ZFIN;Acc:ZDB-GENE-060421-3674]";"zgc:136971";678599;"ZDB-GENE-060421-3674"
"27999";"ENSDARG00000113329";"C3a anaphylatoxin chemotactic receptor-like [Source:NCBI gene;Acc:101885604]";"CU571081.1";101885604;""
"28000";"ENSDARG00000113330";"GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein [Source:ZFIN;Acc:ZDB-GENE-060312-30]";"grasp";558950;"ZDB-GENE-060312-30"
"28001";"ENSDARG00000113331";"zinc finger CCCH-type containing 13 [Source:ZFIN;Acc:ZDB-GENE-040426-1619]";"zc3h13";560041;"ZDB-GENE-040426-1619"
"28002";"ENSDARG00000113332";"";"CABZ01084501.2";NA;""
"28003";"ENSDARG00000113334";"vitellogenin 7 [Source:ZFIN;Acc:ZDB-GENE-001201-6]";"vtg7";559856;"ZDB-GENE-001201-6"
"28004";"ENSDARG00000113334";"vitellogenin 7 [Source:ZFIN;Acc:ZDB-GENE-001201-6]";"vtg7";559856;"ZDB-GENE-001201-3"
"28005";"ENSDARG00000113336";"";"CT573494.3";NA;""
"28006";"ENSDARG00000113338";"small integral membrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-170130-1]";"smim4";100332503;"ZDB-GENE-170130-1"
"28007";"ENSDARG00000113341";"ras homolog family member Cb [Source:ZFIN;Acc:ZDB-GENE-040718-144]";"rhocb";436718;"ZDB-GENE-040718-144"
"28008";"ENSDARG00000113345";"nuclear factor, interleukin 3 regulated, member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-7677]";"nfil3-5";335737;"ZDB-GENE-030131-7677"
"28009";"ENSDARG00000113346";"zgc:153659 [Source:ZFIN;Acc:ZDB-GENE-060825-311]";"zgc:153659";NA;"ZDB-GENE-060825-311"
"28010";"ENSDARG00000113347";"RAB34, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-041010-197]";"rab34a";450074;"ZDB-GENE-041010-197"
"28011";"ENSDARG00000113348";"";"FO904868.1";NA;""
"28012";"ENSDARG00000113350";"adenylate cyclase activating polypeptide 1a (pituitary) receptor type I [Source:ZFIN;Acc:ZDB-GENE-050315-1]";"adcyap1r1a";555473;"ZDB-GENE-050315-1"
"28013";"ENSDARG00000113351";"";"BX000702.2";NA;""
"28014";"ENSDARG00000113352";"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:ZFIN;Acc:ZDB-GENE-041111-239]";"cox10";553384;"ZDB-GENE-041111-239"
"28015";"ENSDARG00000113354";"ATPase Na+/K+ transporting subunit beta 2b [Source:ZFIN;Acc:ZDB-GENE-010718-1]";"atp1b2b";114457;"ZDB-GENE-010718-1"
"28016";"ENSDARG00000113355";"MYC binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030616-132]";"mycbp2";368439;"ZDB-GENE-030616-132"
"28017";"ENSDARG00000113356";"chemokine (C-X-C motif) receptor 3, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-041114-186]";"cxcr3.2";791973;"ZDB-GENE-041114-186"
"28018";"ENSDARG00000113359";"ring finger protein 17 [Source:ZFIN;Acc:ZDB-GENE-030131-6451]";"rnf17";334519;"ZDB-GENE-030131-6451"
"28019";"ENSDARG00000113360";"churchill domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041001-150]";"churc1";492508;"ZDB-GENE-041001-150"
"28020";"ENSDARG00000113361";"adenylate kinase 8 [Source:ZFIN;Acc:ZDB-GENE-050522-275]";"ak8";553671;"ZDB-GENE-050522-275"
"28021";"ENSDARG00000113363";"";"CU571384.1";NA;""
"28022";"ENSDARG00000113364";"";"CABZ01074307.2";NA;""
"28023";"ENSDARG00000113365";"gastrula zinc finger protein XlCGF7.1-like [Source:NCBI gene;Acc:110438262]";"BX322657.3";110438262;""
"28024";"ENSDARG00000113366";"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:ZFIN;Acc:ZDB-GENE-070912-446]";"slc25a6";566370;"ZDB-GENE-070912-446"
"28025";"ENSDARG00000113367";"insulin induced gene 2 [Source:ZFIN;Acc:ZDB-GENE-040202-1]";"insig2";399645;"ZDB-GENE-040202-1"
"28026";"ENSDARG00000113368";"solute carrier family 16, member 9a [Source:ZFIN;Acc:ZDB-GENE-040426-1364]";"slc16a9a";795588;"ZDB-GENE-040426-1364"
"28027";"ENSDARG00000113371";"";"CABZ01086139.1";NA;""
"28028";"ENSDARG00000113372";"";"BX248501.2";NA;""
"28029";"ENSDARG00000113373";"forkhead box B1b [Source:ZFIN;Acc:ZDB-GENE-990415-77]";"foxb1b";799571;"ZDB-GENE-990415-77"
"28030";"ENSDARG00000113374";"si:ch211-114m9.1 [Source:NCBI gene;Acc:567298]";"BX005094.1";567298;""
"28031";"ENSDARG00000113376";"dynein, axonemal, light chain 4b [Source:ZFIN;Acc:ZDB-GENE-050208-510]";"dnal4b";100005529;"ZDB-GENE-050208-510"
"28032";"ENSDARG00000113377";"si:dkey-16l2.16 [Source:ZFIN;Acc:ZDB-GENE-141219-36]";"si:dkey-16l2.16";100003902;"ZDB-GENE-141219-36"
"28033";"ENSDARG00000113378";"atlastin GTPase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6505]";"atl2";323665;"ZDB-GENE-030131-6505"
"28034";"ENSDARG00000113380";"gastrula zinc finger protein XlCGF26.1-like [Source:NCBI gene;Acc:108180795]";"BX510922.3";108180795;""
"28035";"ENSDARG00000113382";"poly(A) binding protein, nuclear 1-like (cytoplasmic) [Source:ZFIN;Acc:ZDB-GENE-080709-5]";"pabpn1l";796580;"ZDB-GENE-080709-5"
"28036";"ENSDARG00000113383";"";"CU138548.5";NA;""
"28037";"ENSDARG00000113384";"si:dkey-83f18.15 [Source:ZFIN;Acc:ZDB-GENE-070705-500]";"si:dkey-83f18.15";NA;"ZDB-GENE-070705-500"
"28038";"ENSDARG00000113386";"";"LO018432.1";NA;""
"28039";"ENSDARG00000113387";"galactosamine (N-acetyl)-6-sulfatase [Source:ZFIN;Acc:ZDB-GENE-070112-1152]";"galns";791159;"ZDB-GENE-070112-1152"
"28040";"ENSDARG00000113388";"si:dkey-27h10.2 [Source:NCBI gene;Acc:100150349]";"BX901953.1";100150349;""
"28041";"ENSDARG00000113389";"chemokine (C-X-C motif) ligand 11, duplicate 7 [Source:ZFIN;Acc:ZDB-GENE-060526-79]";"cxcl11.7";101883679;"ZDB-GENE-060526-79"
"28042";"ENSDARG00000113390";"si:dkey-23f9.11 [Source:ZFIN;Acc:ZDB-GENE-141216-40]";"si:dkey-23f9.11";100004335;"ZDB-GENE-141216-40"
"28043";"ENSDARG00000113390";"si:dkey-23f9.11 [Source:ZFIN;Acc:ZDB-GENE-141216-40]";"si:dkey-23f9.11";110439267;"ZDB-GENE-141216-40"
"28044";"ENSDARG00000113390";"si:dkey-23f9.11 [Source:ZFIN;Acc:ZDB-GENE-141216-40]";"si:dkey-23f9.11";110439291;"ZDB-GENE-141216-40"
"28045";"ENSDARG00000113390";"si:dkey-23f9.11 [Source:ZFIN;Acc:ZDB-GENE-141216-40]";"si:dkey-23f9.11";110440092;"ZDB-GENE-141216-40"
"28046";"ENSDARG00000113391";"si:dkey-265e15.2 [Source:ZFIN;Acc:ZDB-GENE-081103-3]";"si:dkey-265e15.2";108183485;"ZDB-GENE-081103-3"
"28047";"ENSDARG00000113392";"si:dkey-78l4.10 [Source:ZFIN;Acc:ZDB-GENE-060503-175]";"si:dkey-78l4.10";100034472;"ZDB-GENE-060503-175"
"28048";"ENSDARG00000113393";"golgi integral membrane protein 4a [Source:ZFIN;Acc:ZDB-GENE-041026-2]";"golim4a";100000956;"ZDB-GENE-041026-2"
"28049";"ENSDARG00000113394";"diacylglycerol kinase, epsilon [Source:ZFIN;Acc:ZDB-GENE-090512-7]";"dgke";100150463;"ZDB-GENE-090512-7"
"28050";"ENSDARG00000113395";"cholinergic receptor, nicotinic, beta 1 (muscle) [Source:ZFIN;Acc:ZDB-GENE-070821-4]";"chrnb1";100006941;"ZDB-GENE-070821-4"
"28051";"ENSDARG00000113396";"";"BX548045.2";NA;""
"28052";"ENSDARG00000113397";"";"BX248308.1";NA;""
"28053";"ENSDARG00000113399";"histone cluster 1 H2A family member 4 [Source:ZFIN;Acc:ZDB-GENE-050731-6]";"hist1h2a4";100334621;"ZDB-GENE-050731-6"
"28054";"ENSDARG00000113399";"histone cluster 1 H2A family member 4 [Source:ZFIN;Acc:ZDB-GENE-050731-6]";"hist1h2a4";100536331;"ZDB-GENE-050731-6"
"28055";"ENSDARG00000113400";"synapse differentiation inducing 1-like [Source:ZFIN;Acc:ZDB-GENE-041001-116]";"syndig1l";555204;"ZDB-GENE-041001-116"
"28056";"ENSDARG00000113402";"polymerase (RNA) II (DNA directed) polypeptide L [Source:ZFIN;Acc:ZDB-GENE-050522-181]";"polr2l";553705;"ZDB-GENE-050522-181"
"28057";"ENSDARG00000113403";"CDC42 small effector 2 [Source:ZFIN;Acc:ZDB-GENE-080204-45]";"cdc42se2";794234;"ZDB-GENE-080204-45"
"28058";"ENSDARG00000113404";"UBX domain protein 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5680]";"ubxn6";554960;"ZDB-GENE-030131-5680"
"28059";"ENSDARG00000113405";"";"CR847858.1";NA;""
"28060";"ENSDARG00000113406";"NEDD4 binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-061103-451]";"n4bp2";558048;"ZDB-GENE-061103-451"
"28061";"ENSDARG00000113407";"dihydrolipoamide S-succinyltransferase [Source:ZFIN;Acc:ZDB-GENE-030326-1]";"dlst";368262;"ZDB-GENE-030326-1"
"28062";"ENSDARG00000113408";"aggrecan b [Source:ZFIN;Acc:ZDB-GENE-100422-16]";"acanb";559593;"ZDB-GENE-100422-16"
"28063";"ENSDARG00000113409";"cutC copper transporter homolog (E. coli) [Source:ZFIN;Acc:ZDB-GENE-041010-144]";"cutc";450025;"ZDB-GENE-041010-144"
"28064";"ENSDARG00000113411";"leucine rich repeat containing 4C [Source:ZFIN;Acc:ZDB-GENE-050522-533]";"lrrc4c";553785;"ZDB-GENE-050522-533"
"28065";"ENSDARG00000113413";"insulin induced gene 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6121]";"insig1";334189;"ZDB-GENE-030131-6121"
"28066";"ENSDARG00000113414";"zgc:173545 [Source:ZFIN;Acc:ZDB-GENE-080215-6]";"zgc:173545";100003631;"ZDB-GENE-080215-6"
"28067";"ENSDARG00000113415";"F11 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2416]";"f11r.1";323696;"ZDB-GENE-030131-2416"
"28068";"ENSDARG00000113416";"transmembrane protein with EGF-like and two follistatin-like domains 2b [Source:NCBI gene;Acc:797681]";"AL935182.1";797681;""
"28069";"ENSDARG00000113417";"";"BX072578.2";NA;""
"28070";"ENSDARG00000113418";"protein phosphatase 2, regulatory subunit B, alpha b [Source:ZFIN;Acc:ZDB-GENE-030131-5474]";"ppp2r2ab";327263;"ZDB-GENE-030131-5474"
"28071";"ENSDARG00000113420";"zgc:92630 [Source:ZFIN;Acc:ZDB-GENE-040718-449]";"zgc:92630";436969;"ZDB-GENE-040718-449"
"28072";"ENSDARG00000113421";"retinol dehydrogenase 10a [Source:ZFIN;Acc:ZDB-GENE-070112-2242]";"rdh10a";562840;"ZDB-GENE-070112-2242"
"28073";"ENSDARG00000113422";"ATPase H+ transporting V1 subunit B2 [Source:ZFIN;Acc:ZDB-GENE-030711-4]";"atp6v1b2";359840;"ZDB-GENE-030711-4"
"28074";"ENSDARG00000113423";"F-box DNA helicase 1 [Source:ZFIN;Acc:ZDB-GENE-041210-99]";"fbxo18";567995;"ZDB-GENE-041210-99"
"28075";"ENSDARG00000113424";"transforming growth factor, beta receptor III [Source:ZFIN;Acc:ZDB-GENE-120215-125]";"tgfbr3";100332594;"ZDB-GENE-120215-125"
"28076";"ENSDARG00000113425";"zgc:173545 [Source:ZFIN;Acc:ZDB-GENE-080215-6]";"zgc:173545";110438920;"ZDB-GENE-080215-6"
"28077";"ENSDARG00000113427";"mitochondrial ribosomal protein S36 [Source:ZFIN;Acc:ZDB-GENE-081104-343]";"mrps36";567309;"ZDB-GENE-081104-343"
"28078";"ENSDARG00000113429";"glutamine-rich 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8204]";"qrich1";110437857;"ZDB-GENE-030131-8204"
"28079";"ENSDARG00000113430";"tyrosyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-030425-2]";"yars";368235;"ZDB-GENE-030425-2"
"28080";"ENSDARG00000113431";"si:ch211-276i6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-1]";"si:ch211-276i6.1";NA;"ZDB-GENE-081103-1"
"28081";"ENSDARG00000113433";"protein FAM126B-like [Source:NCBI gene;Acc:100536464]";"CABZ01079116.1";100536464;""
"28082";"ENSDARG00000113436";"metastasis associated 1 family, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6485]";"mta3";100003254;"ZDB-GENE-030131-6485"
"28083";"ENSDARG00000113437";"ATPase H+ transporting V1 subunit Aa [Source:ZFIN;Acc:ZDB-GENE-040426-1143]";"atp6v1aa";394110;"ZDB-GENE-040426-1143"
"28084";"ENSDARG00000113438";"ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1-like [Source:NCBI gene;Acc:101886891]";"CR318624.2";101886891;""
"28085";"ENSDARG00000113440";"mitochondrial ribosomal protein L51 [Source:ZFIN;Acc:ZDB-GENE-050320-40]";"mrpl51";797002;"ZDB-GENE-050320-40"
"28086";"ENSDARG00000113441";"Kruppel-like factor 2a [Source:ZFIN;Acc:ZDB-GENE-011109-1]";"klf2a";117508;"ZDB-GENE-011109-1"
"28087";"ENSDARG00000113442";"septin 9b [Source:ZFIN;Acc:ZDB-GENE-050327-17]";"sept9b";541494;"ZDB-GENE-050327-17"
"28088";"ENSDARG00000113444";"fibronectin type III and SPRY domain containing 1-like [Source:ZFIN;Acc:ZDB-GENE-070501-9]";"fsd1l";100004668;"ZDB-GENE-070501-9"
"28089";"ENSDARG00000113446";"complement component 1, q subcomponent-like 4b [Source:NCBI gene;Acc:567540]";"BX548005.2";567540;""
"28090";"ENSDARG00000113447";"";"CR376839.1";NA;""
"28091";"ENSDARG00000113448";"FERM domain containing 8 [Source:NCBI gene;Acc:559410]";"BX088530.4";559410;""
"28092";"ENSDARG00000113449";"";"CR788324.3";NA;""
"28093";"ENSDARG00000113451";"trace amine associated receptor 18i [Source:ZFIN;Acc:ZDB-GENE-060413-3]";"taar18i";110440059;"ZDB-GENE-060413-3"
"28094";"ENSDARG00000113452";"";"CT583626.1";NA;""
"28095";"ENSDARG00000113453";"heterogeneous nuclear ribonucleoprotein D [Source:ZFIN;Acc:ZDB-GENE-070424-97]";"hnrnpd";560522;"ZDB-GENE-070424-97"
"28096";"ENSDARG00000113454";"";"CABZ01068600.1";NA;""
"28097";"ENSDARG00000113456";"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-060312-14]";"pcmtd2";556012;"ZDB-GENE-060312-14"
"28098";"ENSDARG00000113457";"Rho GTPase activating protein 17a [Source:ZFIN;Acc:ZDB-GENE-050417-56]";"arhgap17a";550254;"ZDB-GENE-050417-56"
"28099";"ENSDARG00000113458";"E3 ubiquitin-protein ligase rnf213-alpha-like [Source:NCBI gene;Acc:100535316]";"CABZ01058333.1";100535316;""
"28100";"ENSDARG00000113459";"mannosidase, alpha, class 1B, member 1a [Source:NCBI gene;Acc:562592]";"CR759923.1";562592;""
"28101";"ENSDARG00000113460";"arachidonate 5-lipoxygenase-activating protein [Source:ZFIN;Acc:ZDB-GENE-030131-9322]";"alox5ap";337376;"ZDB-GENE-030131-9322"
"28102";"ENSDARG00000113461";"";"CR855334.1";NA;""
"28103";"ENSDARG00000113462";"FA complementation group G [Source:ZFIN;Acc:ZDB-GENE-050417-103]";"fancg";402936;"ZDB-GENE-050417-103"
"28104";"ENSDARG00000113465";"myelin protein zero-like 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8774]";"mpzl2b";336830;"ZDB-GENE-030131-8774"
"28105";"ENSDARG00000113466";"eukaryotic translation initiation factor 3, subunit E, b [Source:ZFIN;Acc:ZDB-GENE-050208-283]";"eif3eb";325102;"ZDB-GENE-050208-283"
"28106";"ENSDARG00000113466";"eukaryotic translation initiation factor 3, subunit E, b [Source:ZFIN;Acc:ZDB-GENE-050208-283]";"eif3eb";325102;"ZDB-GENE-030131-3827"
"28107";"ENSDARG00000113467";"coiled-coil domain containing 130 [Source:ZFIN;Acc:ZDB-GENE-040912-36]";"ccdc130";402887;"ZDB-GENE-040912-36"
"28108";"ENSDARG00000113468";"developing brain homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-000128-11]";"dbx1b";30416;"ZDB-GENE-000128-11"
"28109";"ENSDARG00000113469";"crystallin, alpha A [Source:ZFIN;Acc:ZDB-GENE-020508-1]";"cryaa";100000769;"ZDB-GENE-020508-1"
"28110";"ENSDARG00000113470";"guanine nucleotide binding protein (G protein), beta polypeptide 3a [Source:ZFIN;Acc:ZDB-GENE-040718-134]";"gnb3a";436710;"ZDB-GENE-040718-134"
"28111";"ENSDARG00000113471";"canopy FGF signaling regulator 3 [Source:ZFIN;Acc:ZDB-GENE-050411-12]";"cnpy3";550136;"ZDB-GENE-050411-12"
"28112";"ENSDARG00000113473";"LIM domain only 4a [Source:ZFIN;Acc:ZDB-GENE-010702-1]";"lmo4a";114412;"ZDB-GENE-010702-1"
"28113";"ENSDARG00000113474";"";"CABZ01067151.1";NA;""
"28114";"ENSDARG00000113476";"syntaxin binding protein 6 (amisyn), like [Source:ZFIN;Acc:ZDB-GENE-040724-16]";"stxbp6l";100002110;"ZDB-GENE-040724-16"
"28115";"ENSDARG00000113477";"sclerostin [Source:NCBI gene;Acc:100000500]";"CR848035.1";100000500;""
"28116";"ENSDARG00000113478";"";"AL954740.3";NA;""
"28117";"ENSDARG00000113479";"";"CU856539.3";NA;""
"28118";"ENSDARG00000113480";"Bet1 golgi vesicular membrane trafficking protein [Source:ZFIN;Acc:ZDB-GENE-040625-3]";"bet1";415135;"ZDB-GENE-040625-3"
"28119";"ENSDARG00000113481";"si:ch211-113a14.19 [Source:ZFIN;Acc:ZDB-GENE-121214-198]";"si:ch211-113a14.19";563177;"ZDB-GENE-121214-198"
"28120";"ENSDARG00000113481";"si:ch211-113a14.19 [Source:ZFIN;Acc:ZDB-GENE-121214-198]";"si:ch211-113a14.19";100148591;"ZDB-GENE-121214-198"
"28121";"ENSDARG00000113482";"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:ZFIN;Acc:ZDB-GENE-050417-218]";"bbox1";572649;"ZDB-GENE-050417-218"
"28122";"ENSDARG00000113484";"si:dkey-27d5.5 [Source:ZFIN;Acc:ZDB-GENE-141216-32]";"si:dkey-27d5.5";NA;"ZDB-GENE-141216-32"
"28123";"ENSDARG00000113486";"Bardet-Biedl syndrome 9 [Source:NCBI gene;Acc:100333716]";"AL929040.1";100333716;""
"28124";"ENSDARG00000113487";"atlastin GTPase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6505]";"atl2";323665;"ZDB-GENE-030131-6505"
"28125";"ENSDARG00000113488";"vacuolar protein sorting 33A [Source:ZFIN;Acc:ZDB-GENE-040914-82]";"vps33a";448942;"ZDB-GENE-040914-82"
"28126";"ENSDARG00000113490";"NK2 homeobox 3 [Source:ZFIN;Acc:ZDB-GENE-990415-178]";"nkx2.3";30698;"ZDB-GENE-990415-178"
"28127";"ENSDARG00000113492";"cyclin E1 [Source:ZFIN;Acc:ZDB-GENE-980526-168]";"ccne1";30188;"ZDB-GENE-980526-168"
"28128";"ENSDARG00000113493";"tetratricopeptide repeat domain 38 [Source:ZFIN;Acc:ZDB-GENE-050522-318]";"ttc38";553728;"ZDB-GENE-050522-318"
"28129";"ENSDARG00000113494";"family with sequence similarity 98, member B [Source:ZFIN;Acc:ZDB-GENE-061201-63]";"fam98b";780841;"ZDB-GENE-061201-63"
"28130";"ENSDARG00000113495";"potassium channel tetramerization domain containing 17 [Source:NCBI gene;Acc:568267]";"CR354584.3";568267;""
"28131";"ENSDARG00000113496";"";"CR786566.1";NA;""
"28132";"ENSDARG00000113497";"IL2 inducible T cell kinase [Source:ZFIN;Acc:ZDB-GENE-990415-261]";"itk";798906;"ZDB-GENE-990415-261"
"28133";"ENSDARG00000113499";"capping protein regulator and myosin 1 linker 3 [Source:ZFIN;Acc:ZDB-GENE-070912-183]";"carmil3";100537031;"ZDB-GENE-070912-183"
"28134";"ENSDARG00000113501";"si:ch211-14p21.4 [Source:ZFIN;Acc:ZDB-GENE-070912-95]";"si:ch211-14p21.4";NA;"ZDB-GENE-070912-95"
"28135";"ENSDARG00000113502";"Pim proto-oncogene, serine/threonine kinase, related 45 [Source:ZFIN;Acc:ZDB-GENE-131125-88]";"pimr45";NA;"ZDB-GENE-131125-88"
"28136";"ENSDARG00000113503";"uncharacterized LOC100331538 [Source:NCBI gene;Acc:100331538]";"CU459094.2";100331538;""
"28137";"ENSDARG00000113504";"family with sequence similarity 32, member A [Source:ZFIN;Acc:ZDB-GENE-040704-44]";"fam32a";431750;"ZDB-GENE-040704-44"
"28138";"ENSDARG00000113505";"glutamate receptor, metabotropic 2b [Source:ZFIN;Acc:ZDB-GENE-060201-5]";"grm2b";564461;"ZDB-GENE-060201-5"
"28139";"ENSDARG00000113507";"RNA polymerase II subunit M [Source:ZFIN;Acc:ZDB-GENE-160728-95]";"polr2m";100003720;"ZDB-GENE-160728-95"
"28140";"ENSDARG00000113508";"exocyst complex component 3-like 1 [Source:ZFIN;Acc:ZDB-GENE-061207-36]";"exoc3l1";567832;"ZDB-GENE-061207-36"
"28141";"ENSDARG00000113510";"si:ch211-59d8.2 [Source:ZFIN;Acc:ZDB-GENE-120703-18]";"si:ch211-59d8.2";NA;"ZDB-GENE-120703-18"
"28142";"ENSDARG00000113511";"transmembrane protein 119b [Source:ZFIN;Acc:ZDB-GENE-070410-49]";"tmem119b";797637;"ZDB-GENE-070410-49"
"28143";"ENSDARG00000113512";"DDHD domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-040724-18]";"ddhd1b";570320;"ZDB-GENE-040724-18"
"28144";"ENSDARG00000113513";"si:dkeyp-67e1.6 [Source:ZFIN;Acc:ZDB-GENE-061207-87]";"si:dkeyp-67e1.6";NA;"ZDB-GENE-061207-87"
"28145";"ENSDARG00000113514";"acylglycerol kinase [Source:ZFIN;Acc:ZDB-GENE-030131-6202]";"agk";334270;"ZDB-GENE-030131-6202"
"28146";"ENSDARG00000113515";"apelin receptor early endogenous ligand [Source:ZFIN;Acc:ZDB-GENE-090313-116]";"apela";100536023;"ZDB-GENE-090313-116"
"28147";"ENSDARG00000113516";"";"AL929549.1";NA;""
"28148";"ENSDARG00000113517";"prostaglandin E synthase 3a (cytosolic) [Source:ZFIN;Acc:ZDB-GENE-040426-2200]";"ptges3a";406449;"ZDB-GENE-040426-2200"
"28149";"ENSDARG00000113518";"tenascin C [Source:ZFIN;Acc:ZDB-GENE-980526-104]";"tnc";30037;"ZDB-GENE-980526-104"
"28150";"ENSDARG00000113519";"uncharacterized LOC100332323 [Source:NCBI gene;Acc:100332323]";"BX088712.2";100332323;""
"28151";"ENSDARG00000113521";"purinergic receptor P2X, ligand-gated ion channel, 2 [Source:ZFIN;Acc:ZDB-GENE-030319-2]";"p2rx2";387297;"ZDB-GENE-030319-2"
"28152";"ENSDARG00000113525";"fibroblast growth factor 12b [Source:ZFIN;Acc:ZDB-GENE-060825-134]";"fgf12b";751749;"ZDB-GENE-060825-134"
"28153";"ENSDARG00000113526";"";"BX548011.3";NA;""
"28154";"ENSDARG00000113527";"si:ch211-209n20.3 [Source:ZFIN;Acc:ZDB-GENE-070705-100]";"si:ch211-209n20.3";108183675;"ZDB-GENE-070705-100"
"28155";"ENSDARG00000113528";"down-regulator of transcription 1 [Source:ZFIN;Acc:ZDB-GENE-061013-797]";"dr1";768171;"ZDB-GENE-061013-797"
"28156";"ENSDARG00000113529";"ectodysplasin A [Source:ZFIN;Acc:ZDB-GENE-050107-6]";"eda";798740;"ZDB-GENE-050107-6"
"28157";"ENSDARG00000113530";"atypical chemokine receptor 3b [Source:ZFIN;Acc:ZDB-GENE-031116-61]";"ackr3b";561050;"ZDB-GENE-031116-61"
"28158";"ENSDARG00000113531";"NAD kinase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040801-202]";"nadk2";445071;"ZDB-GENE-040801-202"
"28159";"ENSDARG00000113532";"VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-081104-272]";"vma21";100307085;"ZDB-GENE-081104-272"
"28160";"ENSDARG00000113533";"";"CABZ01074363.1";NA;""
"28161";"ENSDARG00000113534";"";"CR847898.5";NA;""
"28162";"ENSDARG00000113537";"zgc:194330 [Source:ZFIN;Acc:ZDB-GENE-080722-3]";"zgc:194330";798349;"ZDB-GENE-080722-3"
"28163";"ENSDARG00000113538";"zgc:109889 [Source:ZFIN;Acc:ZDB-GENE-050522-547]";"zgc:109889";553542;"ZDB-GENE-050522-547"
"28164";"ENSDARG00000113539";"calpain 3b [Source:ZFIN;Acc:ZDB-GENE-041001-149]";"capn3b";100034405;"ZDB-GENE-041001-149"
"28165";"ENSDARG00000113542";"";"LO017656.2";NA;""
"28166";"ENSDARG00000113543";"";"CU633775.1";NA;""
"28167";"ENSDARG00000113544";"acyl-CoA thioesterase 9, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-051113-136]";"acot9.2";798008;"ZDB-GENE-051113-136"
"28168";"ENSDARG00000113545";"WD repeat domain 66 [Source:NCBI gene;Acc:569257]";"CR848794.1";569257;""
"28169";"ENSDARG00000113547";"";"LO018202.1";NA;""
"28170";"ENSDARG00000113548";"si:dkeyp-82b4.4 [Source:ZFIN;Acc:ZDB-GENE-110914-60]";"si:dkeyp-82b4.4";NA;"ZDB-GENE-110914-60"
"28171";"ENSDARG00000113549";"carbonic anhydrase VII [Source:ZFIN;Acc:ZDB-GENE-040426-1786]";"ca7";564201;"ZDB-GENE-040426-1786"
"28172";"ENSDARG00000113551";"prohibitin 2b [Source:ZFIN;Acc:ZDB-GENE-040718-430]";"phb2b";436954;"ZDB-GENE-040718-430"
"28173";"ENSDARG00000113552";"family with sequence similarity 78, member B b [Source:ZFIN;Acc:ZDB-GENE-030131-7811]";"fam78bb";796762;"ZDB-GENE-030131-7811"
"28174";"ENSDARG00000113553";"fatty acid synthase [Source:NCBI gene;Acc:559001]";"CR735103.1";559001;""
"28175";"ENSDARG00000113554";"FUS RNA binding protein [Source:ZFIN;Acc:ZDB-GENE-040426-1010]";"fus";394058;"ZDB-GENE-040426-1010"
"28176";"ENSDARG00000113555";"T-cell receptor alpha joining 23 [Source:ZFIN;Acc:ZDB-GENE-170601-31]";"traj23";NA;"ZDB-GENE-170601-31"
"28177";"ENSDARG00000113556";"mitochondrial calcium uptake family, member 3b [Source:NCBI gene;Acc:100536173]";"BX530719.1";100536173;""
"28178";"ENSDARG00000113558";"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:ZFIN;Acc:ZDB-GENE-031104-1]";"cacna1fb";559964;"ZDB-GENE-030616-135"
